Time,0.5 0.5
1690,46.7443
1690.5,46.7466
1691,46.7489
1691.5,46.7512
1692,46.7535
1692.5,46.7558
1693,46.7581
1693.5,46.7604
1694,46.7627
1694.5,46.7649
1695,46.7672
1695.5,46.7695
1696,46.7718
1696.5,46.7741
1697,46.7764
1697.5,46.7787
1698,46.7809
1698.5,46.7832
1699,46.7855
1699.5,46.7878
1700,46.7901
1700.5,46.7923
1701,46.7946
1701.5,46.7969
1702,46.7991
1702.5,46.8014
1703,46.8037
1703.5,46.8059
1704,46.8082
1704.5,46.8104
1705,46.8127
1705.5,46.815
1706,46.8172
1706.5,46.8195
1707,46.8217
1707.5,46.824
1708,46.8262
1708.5,46.8285
1709,46.8307
1709.5,46.833
1710,46.8352
1710.5,46.8374
1711,46.8397
1711.5,46.8419
1712,46.8441
1712.5,46.8464
1713,46.8486
1713.5,46.8508
1714,46.8531
1714.5,46.8553
1715,46.8575
1715.5,46.8597
1716,46.862
1716.5,46.8642
1717,46.8664
1717.5,46.8686
1718,46.8708
1718.5,46.8731
1719,46.8753
1719.5,46.8775
1720,46.8797
1720.5,46.8819
1721,46.8841
1721.5,46.8863
1722,46.8885
1722.5,46.8907
1723,46.8929
1723.5,46.8951
1724,46.8973
1724.5,46.8995
1725,46.9017
1725.5,46.9039
1726,46.9061
1726.5,46.9083
1727,46.9105
1727.5,46.9126
1728,46.9148
1728.5,46.917
1729,46.9192
1729.5,46.9214
1730,46.9236
1730.5,46.9257
1731,46.9279
1731.5,46.9301
1732,46.9322
1732.5,46.9344
1733,46.9366
1733.5,46.9388
1734,46.9409
1734.5,46.9431
1735,46.9452
1735.5,46.9474
1736,46.9496
1736.5,46.9517
1737,46.9539
1737.5,46.956
1738,46.9582
1738.5,46.9603
1739,46.9625
1739.5,46.9646
1740,46.9668
1740.5,46.9689
1741,46.9711
1741.5,46.9732
1742,46.9754
1742.5,46.9775
1743,46.9796
1743.5,46.9818
1744,46.9839
1744.5,46.986
1745,46.9882
1745.5,46.9903
1746,46.9924
1746.5,46.9946
1747,46.9967
1747.5,46.9988
1748,47.0009
1748.5,47.003
1749,47.0052
1749.5,47.0073
1750,47.0094
1750.5,47.0115
1751,47.0136
1751.5,47.0157
1752,47.0178
1752.5,47.02
1753,47.0221
1753.5,47.0242
1754,47.0263
1754.5,47.0284
1755,47.0305
1755.5,47.0326
1756,47.0347
1756.5,47.0368
1757,47.0389
1757.5,47.041
1758,47.0431
1758.5,47.0451
1759,47.0472
1759.5,47.0493
1760,47.0514
1760.5,47.0535
1761,47.0556
1761.5,47.0577
1762,47.0597
1762.5,47.0618
1763,47.0639
1763.5,47.066
1764,47.068
1764.5,47.0701
1765,47.0722
1765.5,47.0743
1766,47.0763
1766.5,47.0784
1767,47.0805
1767.5,47.0825
1768,47.0846
1768.5,47.0866
1769,47.0887
1769.5,47.0908
1770,47.0928
1770.5,47.0949
1771,47.0969
1771.5,47.099
1772,47.101
1772.5,47.1031
1773,47.1051
1773.5,47.1072
1774,47.1092
1774.5,47.1113
1775,47.1133
1775.5,47.1153
1776,47.1174
1776.5,47.1194
1777,47.1214
1777.5,47.1235
1778,47.1255
1778.5,47.1275
1779,47.1296
1779.5,47.1316
1780,47.1336
1780.5,47.1357
1781,47.1377
1781.5,47.1397
1782,47.1417
1782.5,47.1437
1783,47.1458
1783.5,47.1478
1784,47.1498
1784.5,47.1518
1785,47.1538
1785.5,47.1558
1786,47.1578
1786.5,47.1598
1787,47.1619
1787.5,47.1639
1788,47.1659
1788.5,47.1679
1789,47.1699
1789.5,47.1719
1790,47.1739
1790.5,47.1759
1791,47.1779
1791.5,47.1798
1792,47.1818
1792.5,47.1838
1793,47.1858
1793.5,47.1878
1794,47.1898
1794.5,47.1918
1795,47.1938
1795.5,47.1957
1796,47.1977
1796.5,47.1997
1797,47.2017
1797.5,47.2037
1798,47.2056
1798.5,47.2076
1799,47.2096
1799.5,47.2116
1800,47.2135
1800.5,47.2155
1801,47.2175
1801.5,47.2194
1802,47.2214
1802.5,47.2234
1803,47.2253
1803.5,47.2273
1804,47.2292
1804.5,47.2312
1805,47.2331
1805.5,47.2351
1806,47.237
1806.5,47.239
1807,47.241
1807.5,47.2429
1808,47.2448
1808.5,47.2468
1809,47.2487
1809.5,47.2507
1810,47.2526
1810.5,47.2546
1811,47.2565
1811.5,47.2584
1812,47.2604
1812.5,47.2623
1813,47.2642
1813.5,47.2662
1814,47.2681
1814.5,47.27
1815,47.272
1815.5,47.2739
1816,47.2758
1816.5,47.2777
1817,47.2797
1817.5,47.2816
1818,47.2835
1818.5,47.2854
1819,47.2873
1819.5,47.2892
1820,47.2912
1820.5,47.2931
1821,47.295
1821.5,47.2969
1822,47.2988
1822.5,47.3007
1823,47.3026
1823.5,47.3045
1824,47.3064
1824.5,47.3083
1825,47.3102
1825.5,47.3121
1826,47.314
1826.5,47.3159
1827,47.3178
1827.5,47.3197
1828,47.3216
1828.5,47.3235
1829,47.3254
1829.5,47.3273
1830,47.3292
1830.5,47.331
1831,47.3329
1831.5,47.3348
1832,47.3367
1832.5,47.3386
1833,47.3404
1833.5,47.3423
1834,47.3442
1834.5,47.3461
1835,47.3479
1835.5,47.3498
1836,47.3517
1836.5,47.3536
1837,47.3554
1837.5,47.3573
1838,47.3592
1838.5,47.361
1839,47.3629
1839.5,47.3647
1840,47.3666
1840.5,47.3685
1841,47.3703
1841.5,47.3722
1842,47.374
1842.5,47.3759
1843,47.3777
1843.5,47.3796
1844,47.3814
1844.5,47.3833
1845,47.3851
1845.5,47.387
1846,47.3888
1846.5,47.3907
1847,47.3925
1847.5,47.3943
1848,47.3962
1848.5,47.398
1849,47.3999
1849.5,47.4017
1850,47.4035
1850.5,47.4054
1851,47.4072
1851.5,47.409
1852,47.4108
1852.5,47.4127
1853,47.4145
1853.5,47.4163
1854,47.4181
1854.5,47.42
1855,47.4218
1855.5,47.4236
1856,47.4254
1856.5,47.4272
1857,47.4291
1857.5,47.4309
1858,47.4327
1858.5,47.4345
1859,47.4363
1859.5,47.4381
1860,47.4399
1860.5,47.4417
1861,47.4435
1861.5,47.4453
1862,47.4471
1862.5,47.4489
1863,47.4507
1863.5,47.4525
1864,47.4543
1864.5,47.4561
1865,47.4579
1865.5,47.4597
1866,47.4615
1866.5,47.4633
1867,47.4651
1867.5,47.4669
1868,47.4687
1868.5,47.4705
1869,47.4722
1869.5,47.474
1870,47.4758
1870.5,47.4776
1871,47.4794
1871.5,47.4811
1872,47.4829
1872.5,47.4847
1873,47.4865
1873.5,47.4882
1874,47.49
1874.5,47.4918
1875,47.4935
1875.5,47.4953
1876,47.4971
1876.5,47.4988
1877,47.5006
1877.5,47.5024
1878,47.5041
1878.5,47.5059
1879,47.5077
1879.5,47.5094
1880,47.5112
1880.5,47.5129
1881,47.5147
1881.5,47.5164
1882,47.5182
1882.5,47.5199
1883,47.5217
1883.5,47.5234
1884,47.5252
1884.5,47.5269
1885,47.5287
1885.5,47.5304
1886,47.5322
1886.5,47.5339
1887,47.5356
1887.5,47.5374
1888,47.5391
1888.5,47.5408
1889,47.5426
1889.5,47.5443
1890,47.546
1890.5,47.5478
1891,47.5495
1891.5,47.5512
1892,47.553
1892.5,47.5547
1893,47.5564
1893.5,47.5581
1894,47.5598
1894.5,47.5616
1895,47.5633
1895.5,47.565
1896,47.5667
1896.5,47.5684
1897,47.5702
1897.5,47.5719
1898,47.5736
1898.5,47.5753
1899,47.577
1899.5,47.5787
1900,47.5804
1900.5,47.5821
1901,47.5838
1901.5,47.5855
1902,47.5872
1902.5,47.5889
1903,47.5906
1903.5,47.5923
1904,47.594
1904.5,47.5957
1905,47.5974
1905.5,47.5991
1906,47.6008
1906.5,47.6025
1907,47.6042
1907.5,47.6059
1908,47.6076
1908.5,47.6092
1909,47.6109
1909.5,47.6126
1910,47.6143
1910.5,47.616
1911,47.6177
1911.5,47.6193
1912,47.621
1912.5,47.6227
1913,47.6244
1913.5,47.626
1914,47.6277
1914.5,47.6294
1915,47.6311
1915.5,47.6327
1916,47.6344
1916.5,47.6361
1917,47.6377
1917.5,47.6394
1918,47.6411
1918.5,47.6427
1919,47.6444
1919.5,47.646
1920,47.6477
1920.5,47.6494
1921,47.651
1921.5,47.6527
1922,47.6543
1922.5,47.656
1923,47.6576
1923.5,47.6593
1924,47.6609
1924.5,47.6626
1925,47.6642
1925.5,47.6659
1926,47.6675
1926.5,47.6692
1927,47.6708
1927.5,47.6724
1928,47.6741
1928.5,47.6757
1929,47.6774
1929.5,47.679
1930,47.6806
1930.5,47.6823
1931,47.6839
1931.5,47.6855
1932,47.6872
1932.5,47.6888
1933,47.6904
1933.5,47.6921
1934,47.6937
1934.5,47.6953
1935,47.6969
1935.5,47.6986
1936,47.7002
1936.5,47.7018
1937,47.7034
1937.5,47.705
1938,47.7066
1938.5,47.7083
1939,47.7099
1939.5,47.7115
1940,47.7131
1940.5,47.7147
1941,47.7163
1941.5,47.7179
1942,47.7195
1942.5,47.7212
1943,47.7228
1943.5,47.7244
1944,47.726
1944.5,47.7276
1945,47.7292
1945.5,47.7308
1946,47.7324
1946.5,47.734
1947,47.7356
1947.5,47.7372
1948,47.7387
1948.5,47.7403
1949,47.7419
1949.5,47.7435
1950,47.7451
1950.5,47.7467
1951,47.7483
1951.5,47.7499
1952,47.7515
1952.5,47.753
1953,47.7546
1953.5,47.7562
1954,47.7578
1954.5,47.7594
1955,47.7609
1955.5,47.7625
1956,47.7641
1956.5,47.7657
1957,47.7673
1957.5,47.7688
1958,47.7704
1958.5,47.772
1959,47.7735
1959.5,47.7751
1960,47.7767
1960.5,47.7782
1961,47.7798
1961.5,47.7814
1962,47.7829
1962.5,47.7845
1963,47.786
1963.5,47.7876
1964,47.7892
1964.5,47.7907
1965,47.7923
1965.5,47.7938
1966,47.7954
1966.5,47.7969
1967,47.7985
1967.5,47.8
1968,47.8016
1968.5,47.8031
1969,47.8047
1969.5,47.8062
1970,47.8078
1970.5,47.8093
1971,47.8109
1971.5,47.8124
1972,47.8139
1972.5,47.8155
1973,47.817
1973.5,47.8186
1974,47.8201
1974.5,47.8216
1975,47.8232
1975.5,47.8247
1976,47.8262
1976.5,47.8278
1977,47.8293
1977.5,47.8308
1978,47.8323
1978.5,47.8339
1979,47.8354
1979.5,47.8369
1980,47.8384
1980.5,47.84
1981,47.8415
1981.5,47.843
1982,47.8445
1982.5,47.846
1983,47.8476
1983.5,47.8491
1984,47.8506
1984.5,47.8521
1985,47.8536
1985.5,47.8551
1986,47.8566
1986.5,47.8582
1987,47.8597
1987.5,47.8612
1988,47.8627
1988.5,47.8642
1989,47.8657
1989.5,47.8672
1990,47.8687
1990.5,47.8702
1991,47.8717
1991.5,47.8732
1992,47.8747
1992.5,47.8762
1993,47.8777
1993.5,47.8792
1994,47.8807
1994.5,47.8822
1995,47.8836
1995.5,47.8851
1996,47.8866
1996.5,47.8881
1997,47.8896
1997.5,47.8911
1998,47.8926
1998.5,47.894
1999,47.8955
1999.5,47.897
2000,47.8985
2000.5,47.9
2001,47.9015
2001.5,47.9029
2002,47.9044
2002.5,47.9059
2003,47.9074
2003.5,47.9088
2004,47.9103
2004.5,47.9118
2005,47.9132
2005.5,47.9147
2006,47.9162
2006.5,47.9176
2007,47.9191
2007.5,47.9206
2008,47.922
2008.5,47.9235
2009,47.925
2009.5,47.9264
2010,47.9279
2010.5,47.9293
2011,47.9308
2011.5,47.9323
2012,47.9337
2012.5,47.9352
2013,47.9366
2013.5,47.9381
2014,47.9395
2014.5,47.941
2015,47.9424
2015.5,47.9439
2016,47.9453
2016.5,47.9468
2017,47.9482
2017.5,47.9497
2018,47.9511
2018.5,47.9525
2019,47.954
2019.5,47.9554
2020,47.9569
2020.5,47.9583
2021,47.9597
2021.5,47.9612
2022,47.9626
2022.5,47.964
2023,47.9655
2023.5,47.9669
2024,47.9683
2024.5,47.9698
2025,47.9712
2025.5,47.9726
2026,47.974
2026.5,47.9755
2027,47.9769
2027.5,47.9783
2028,47.9797
2028.5,47.9812
2029,47.9826
2029.5,47.984
2030,47.9854
2030.5,47.9868
2031,47.9883
2031.5,47.9897
2032,47.9911
2032.5,47.9925
2033,47.9939
2033.5,47.9953
2034,47.9967
2034.5,47.9981
2035,47.9996
2035.5,48.001
2036,48.0024
2036.5,48.0038
2037,48.0052
2037.5,48.0066
2038,48.008
2038.5,48.0094
2039,48.0108
2039.5,48.0122
2040,48.0136
2040.5,48.015
2041,48.0164
2041.5,48.0178
2042,48.0192
2042.5,48.0206
2043,48.022
2043.5,48.0233
2044,48.0247
2044.5,48.0261
2045,48.0275
2045.5,48.0289
2046,48.0303
2046.5,48.0317
2047,48.0331
2047.5,48.0344
2048,48.0358
2048.5,48.0372
2049,48.0386
2049.5,48.04
2050,48.0413
2050.5,48.0427
2051,48.0441
2051.5,48.0455
2052,48.0469
2052.5,48.0482
2053,48.0496
2053.5,48.051
2054,48.0523
2054.5,48.0537
2055,48.0551
2055.5,48.0565
2056,48.0578
2056.5,48.0592
2057,48.0605
2057.5,48.0619
2058,48.0633
2058.5,48.0646
2059,48.066
2059.5,48.0674
2060,48.0687
2060.5,48.0701
2061,48.0714
2061.5,48.0728
2062,48.0741
2062.5,48.0755
2063,48.0769
2063.5,48.0782
2064,48.0796
2064.5,48.0809
2065,48.0823
2065.5,48.0836
2066,48.085
2066.5,48.0863
2067,48.0877
2067.5,48.089
2068,48.0903
2068.5,48.0917
2069,48.093
2069.5,48.0944
2070,48.0957
2070.5,48.097
2071,48.0984
2071.5,48.0997
2072,48.1011
2072.5,48.1024
2073,48.1037
2073.5,48.1051
2074,48.1064
2074.5,48.1077
2075,48.1091
2075.5,48.1104
2076,48.1117
2076.5,48.113
2077,48.1144
2077.5,48.1157
2078,48.117
2078.5,48.1183
2079,48.1197
2079.5,48.121
2080,48.1223
2080.5,48.1236
2081,48.125
2081.5,48.1263
2082,48.1276
2082.5,48.1289
2083,48.1302
2083.5,48.1315
2084,48.1329
2084.5,48.1342
2085,48.1355
2085.5,48.1368
2086,48.1381
2086.5,48.1394
2087,48.1407
2087.5,48.142
2088,48.1433
2088.5,48.1446
2089,48.1459
2089.5,48.1472
2090,48.1485
2090.5,48.1499
2091,48.1512
2091.5,48.1525
2092,48.1538
2092.5,48.155
2093,48.1563
2093.5,48.1576
2094,48.1589
2094.5,48.1602
2095,48.1615
2095.5,48.1628
2096,48.1641
2096.5,48.1654
2097,48.1667
2097.5,48.168
2098,48.1693
2098.5,48.1706
2099,48.1718
2099.5,48.1731
2100,48.1744
2100.5,48.1757
2101,48.177
2101.5,48.1783
2102,48.1795
2102.5,48.1808
2103,48.1821
2103.5,48.1834
2104,48.1847
2104.5,48.1859
2105,48.1872
2105.5,48.1885
2106,48.1898
2106.5,48.191
2107,48.1923
2107.5,48.1936
2108,48.1948
2108.5,48.1961
2109,48.1974
2109.5,48.1986
2110,48.1999
2110.5,48.2012
2111,48.2024
2111.5,48.2037
2112,48.205
2112.5,48.2062
2113,48.2075
2113.5,48.2088
2114,48.21
2114.5,48.2113
2115,48.2125
2115.5,48.2138
2116,48.215
2116.5,48.2163
2117,48.2175
2117.5,48.2188
2118,48.2201
2118.5,48.2213
2119,48.2226
2119.5,48.2238
2120,48.2251
2120.5,48.2263
2121,48.2275
2121.5,48.2288
2122,48.23
2122.5,48.2313
2123,48.2325
2123.5,48.2338
2124,48.235
2124.5,48.2363
2125,48.2375
2125.5,48.2387
2126,48.24
2126.5,48.2412
2127,48.2424
2127.5,48.2437
2128,48.2449
2128.5,48.2461
2129,48.2474
2129.5,48.2486
2130,48.2498
2130.5,48.2511
2131,48.2523
2131.5,48.2535
2132,48.2548
2132.5,48.256
2133,48.2572
2133.5,48.2584
2134,48.2597
2134.5,48.2609
2135,48.2621
2135.5,48.2633
2136,48.2645
2136.5,48.2658
2137,48.267
2137.5,48.2682
2138,48.2694
2138.5,48.2706
2139,48.2718
2139.5,48.2731
2140,48.2743
2140.5,48.2755
2141,48.2767
2141.5,48.2779
2142,48.2791
2142.5,48.2803
2143,48.2815
2143.5,48.2828
2144,48.284
2144.5,48.2852
2145,48.2864
2145.5,48.2876
2146,48.2888
2146.5,48.29
2147,48.2912
2147.5,48.2924
2148,48.2936
2148.5,48.2948
2149,48.296
2149.5,48.2972
2150,48.2984
2150.5,48.2996
2151,48.3008
2151.5,48.302
2152,48.3032
2152.5,48.3043
2153,48.3055
2153.5,48.3067
2154,48.3079
2154.5,48.3091
2155,48.3103
2155.5,48.3115
2156,48.3127
2156.5,48.3139
2157,48.315
2157.5,48.3162
2158,48.3174
2158.5,48.3186
2159,48.3198
2159.5,48.3209
2160,48.3221
2160.5,48.3233
2161,48.3245
2161.5,48.3257
2162,48.3268
2162.5,48.328
2163,48.3292
2163.5,48.3304
2164,48.3315
2164.5,48.3327
2165,48.3339
2165.5,48.3351
2166,48.3362
2166.5,48.3374
2167,48.3386
2167.5,48.3397
2168,48.3409
2168.5,48.3421
2169,48.3432
2169.5,48.3444
2170,48.3456
2170.5,48.3467
2171,48.3479
2171.5,48.349
2172,48.3502
2172.5,48.3514
2173,48.3525
2173.5,48.3537
2174,48.3548
2174.5,48.356
2175,48.3571
2175.5,48.3583
2176,48.3594
2176.5,48.3606
2177,48.3618
2177.5,48.3629
2178,48.3641
2178.5,48.3652
2179,48.3663
2179.5,48.3675
2180,48.3686
2180.5,48.3698
2181,48.3709
2181.5,48.3721
2182,48.3732
2182.5,48.3744
2183,48.3755
2183.5,48.3767
2184,48.3778
2184.5,48.3789
2185,48.3801
2185.5,48.3812
2186,48.3823
2186.5,48.3835
2187,48.3846
2187.5,48.3858
2188,48.3869
2188.5,48.388
2189,48.3892
2189.5,48.3903
2190,48.3914
2190.5,48.3925
2191,48.3937
2191.5,48.3948
2192,48.3959
2192.5,48.3971
2193,48.3982
2193.5,48.3993
2194,48.4004
2194.5,48.4016
2195,48.4027
2195.5,48.4038
2196,48.4049
2196.5,48.406
2197,48.4072
2197.5,48.4083
2198,48.4094
2198.5,48.4105
2199,48.4116
2199.5,48.4127
2200,48.4139
2200.5,48.415
2201,48.4161
2201.5,48.4172
2202,48.4183
2202.5,48.4194
2203,48.4205
2203.5,48.4216
2204,48.4228
2204.5,48.4239
2205,48.425
2205.5,48.4261
2206,48.4272
2206.5,48.4283
2207,48.4294
2207.5,48.4305
2208,48.4316
2208.5,48.4327
2209,48.4338
2209.5,48.4349
2210,48.436
2210.5,48.4371
2211,48.4382
2211.5,48.4393
2212,48.4404
2212.5,48.4415
2213,48.4426
2213.5,48.4437
2214,48.4448
2214.5,48.4459
2215,48.4469
2215.5,48.448
2216,48.4491
2216.5,48.4502
2217,48.4513
2217.5,48.4524
2218,48.4535
2218.5,48.4546
2219,48.4557
2219.5,48.4567
2220,48.4578
2220.5,48.4589
2221,48.46
2221.5,48.4611
2222,48.4621
2222.5,48.4632
2223,48.4643
2223.5,48.4654
2224,48.4665
2224.5,48.4675
2225,48.4686
2225.5,48.4697
2226,48.4708
2226.5,48.4718
2227,48.4729
2227.5,48.474
2228,48.4751
2228.5,48.4761
2229,48.4772
2229.5,48.4783
2230,48.4793
2230.5,48.4804
2231,48.4815
2231.5,48.4825
2232,48.4836
2232.5,48.4847
2233,48.4857
2233.5,48.4868
2234,48.4879
2234.5,48.4889
2235,48.49
2235.5,48.491
2236,48.4921
2236.5,48.4932
2237,48.4942
2237.5,48.4953
2238,48.4963
2238.5,48.4974
2239,48.4984
2239.5,48.4995
2240,48.5006
2240.5,48.5016
2241,48.5027
2241.5,48.5037
2242,48.5048
2242.5,48.5058
2243,48.5069
2243.5,48.5079
2244,48.509
2244.5,48.51
2245,48.511
2245.5,48.5121
2246,48.5131
2246.5,48.5142
2247,48.5152
2247.5,48.5163
2248,48.5173
2248.5,48.5183
2249,48.5194
2249.5,48.5204
2250,48.5215
2250.5,48.5225
2251,48.5235
2251.5,48.5246
2252,48.5256
2252.5,48.5267
2253,48.5277
2253.5,48.5287
2254,48.5298
2254.5,48.5308
2255,48.5318
2255.5,48.5328
2256,48.5339
2256.5,48.5349
2257,48.5359
2257.5,48.537
2258,48.538
2258.5,48.539
2259,48.54
2259.5,48.5411
2260,48.5421
2260.5,48.5431
2261,48.5441
2261.5,48.5452
2262,48.5462
2262.5,48.5472
2263,48.5482
2263.5,48.5492
2264,48.5503
2264.5,48.5513
2265,48.5523
2265.5,48.5533
2266,48.5543
2266.5,48.5553
2267,48.5564
2267.5,48.5574
2268,48.5584
2268.5,48.5594
2269,48.5604
2269.5,48.5614
2270,48.5624
2270.5,48.5634
2271,48.5644
2271.5,48.5655
2272,48.5665
2272.5,48.5675
2273,48.5685
2273.5,48.5695
2274,48.5705
2274.5,48.5715
2275,48.5725
2275.5,48.5735
2276,48.5745
2276.5,48.5755
2277,48.5765
2277.5,48.5775
2278,48.5785
2278.5,48.5795
2279,48.5805
2279.5,48.5815
2280,48.5825
2280.5,48.5835
2281,48.5845
2281.5,48.5855
2282,48.5865
2282.5,48.5874
2283,48.5884
2283.5,48.5894
2284,48.5904
2284.5,48.5914
2285,48.5924
2285.5,48.5934
2286,48.5944
2286.5,48.5954
2287,48.5963
2287.5,48.5973
2288,48.5983
2288.5,48.5993
2289,48.6003
2289.5,48.6013
2290,48.6022
2290.5,48.6032
2291,48.6042
2291.5,48.6052
2292,48.6062
2292.5,48.6071
2293,48.6081
2293.5,48.6091
2294,48.6101
2294.5,48.6111
2295,48.612
2295.5,48.613
2296,48.614
2296.5,48.6149
2297,48.6159
2297.5,48.6169
2298,48.6179
2298.5,48.6188
2299,48.6198
2299.5,48.6208
2300,48.6217
2300.5,48.6227
2301,48.6237
2301.5,48.6246
2302,48.6256
2302.5,48.6266
2303,48.6275
2303.5,48.6285
2304,48.6295
2304.5,48.6304
2305,48.6314
2305.5,48.6323
2306,48.6333
2306.5,48.6343
2307,48.6352
2307.5,48.6362
2308,48.6371
2308.5,48.6381
2309,48.639
2309.5,48.64
2310,48.641
2310.5,48.6419
2311,48.6429
2311.5,48.6438
2312,48.6448
2312.5,48.6457
2313,48.6467
2313.5,48.6476
2314,48.6486
2314.5,48.6495
2315,48.6505
2315.5,48.6514
2316,48.6524
2316.5,48.6533
2317,48.6542
2317.5,48.6552
2318,48.6561
2318.5,48.6571
2319,48.658
2319.5,48.659
2320,48.6599
2320.5,48.6608
2321,48.6618
2321.5,48.6627
2322,48.6637
2322.5,48.6646
2323,48.6655
2323.5,48.6665
2324,48.6674
2324.5,48.6683
2325,48.6693
2325.5,48.6702
2326,48.6711
2326.5,48.6721
2327,48.673
2327.5,48.6739
2328,48.6749
2328.5,48.6758
2329,48.6767
2329.5,48.6777
2330,48.6786
2330.5,48.6795
2331,48.6804
2331.5,48.6814
2332,48.6823
2332.5,48.6832
2333,48.6841
2333.5,48.6851
2334,48.686
2334.5,48.6869
2335,48.6878
2335.5,48.6888
2336,48.6897
2336.5,48.6906
2337,48.6915
2337.5,48.6924
2338,48.6933
2338.5,48.6943
2339,48.6952
2339.5,48.6961
2340,48.697
2340.5,48.6979
2341,48.6988
2341.5,48.6998
2342,48.7007
2342.5,48.7016
2343,48.7025
2343.5,48.7034
2344,48.7043
2344.5,48.7052
2345,48.7061
2345.5,48.707
2346,48.7079
2346.5,48.7088
2347,48.7098
2347.5,48.7107
2348,48.7116
2348.5,48.7125
2349,48.7134
2349.5,48.7143
2350,48.7152
2350.5,48.7161
2351,48.717
2351.5,48.7179
2352,48.7188
2352.5,48.7197
2353,48.7206
2353.5,48.7215
2354,48.7224
2354.5,48.7233
2355,48.7242
2355.5,48.7251
2356,48.7259
2356.5,48.7268
2357,48.7277
2357.5,48.7286
2358,48.7295
2358.5,48.7304
2359,48.7313
2359.5,48.7322
2360,48.7331
2360.5,48.734
2361,48.7349
2361.5,48.7357
2362,48.7366
2362.5,48.7375
2363,48.7384
2363.5,48.7393
2364,48.7402
2364.5,48.7411
2365,48.7419
2365.5,48.7428
2366,48.7437
2366.5,48.7446
2367,48.7455
2367.5,48.7464
2368,48.7472
2368.5,48.7481
2369,48.749
2369.5,48.7499
2370,48.7507
2370.5,48.7516
2371,48.7525
2371.5,48.7534
2372,48.7542
2372.5,48.7551
2373,48.756
2373.5,48.7569
2374,48.7577
2374.5,48.7586
2375,48.7595
2375.5,48.7603
2376,48.7612
2376.5,48.7621
2377,48.763
2377.5,48.7638
2378,48.7647
2378.5,48.7656
2379,48.7664
2379.5,48.7673
2380,48.7682
2380.5,48.769
2381,48.7699
2381.5,48.7707
2382,48.7716
2382.5,48.7725
2383,48.7733
2383.5,48.7742
2384,48.7751
2384.5,48.7759
2385,48.7768
2385.5,48.7776
2386,48.7785
2386.5,48.7793
2387,48.7802
2387.5,48.7811
2388,48.7819
2388.5,48.7828
2389,48.7836
2389.5,48.7845
2390,48.7853
2390.5,48.7862
2391,48.787
2391.5,48.7879
2392,48.7887
2392.5,48.7896
2393,48.7904
2393.5,48.7913
2394,48.7921
2394.5,48.793
2395,48.7938
2395.5,48.7947
2396,48.7955
2396.5,48.7964
2397,48.7972
2397.5,48.798
2398,48.7989
2398.5,48.7997
2399,48.8006
2399.5,48.8014
2400,48.8023
2400.5,48.8031
2401,48.8039
2401.5,48.8048
2402,48.8056
2402.5,48.8064
2403,48.8073
2403.5,48.8081
2404,48.809
2404.5,48.8098
2405,48.8106
2405.5,48.8115
2406,48.8123
2406.5,48.8131
2407,48.814
2407.5,48.8148
2408,48.8156
2408.5,48.8165
2409,48.8173
2409.5,48.8181
2410,48.8189
2410.5,48.8198
2411,48.8206
2411.5,48.8214
2412,48.8223
2412.5,48.8231
2413,48.8239
2413.5,48.8247
2414,48.8256
2414.5,48.8264
2415,48.8272
2415.5,48.828
2416,48.8288
2416.5,48.8297
2417,48.8305
2417.5,48.8313
2418,48.8321
2418.5,48.8329
2419,48.8338
2419.5,48.8346
2420,48.8354
2420.5,48.8362
2421,48.837
2421.5,48.8378
2422,48.8387
2422.5,48.8395
2423,48.8403
2423.5,48.8411
2424,48.8419
2424.5,48.8427
2425,48.8435
2425.5,48.8444
2426,48.8452
2426.5,48.846
2427,48.8468
2427.5,48.8476
2428,48.8484
2428.5,48.8492
2429,48.85
2429.5,48.8508
2430,48.8516
2430.5,48.8524
2431,48.8532
2431.5,48.854
2432,48.8548
2432.5,48.8556
2433,48.8565
2433.5,48.8573
2434,48.8581
2434.5,48.8589
2435,48.8597
2435.5,48.8605
2436,48.8613
2436.5,48.8621
2437,48.8629
2437.5,48.8636
2438,48.8644
2438.5,48.8652
2439,48.866
2439.5,48.8668
2440,48.8676
2440.5,48.8684
2441,48.8692
2441.5,48.87
2442,48.8708
2442.5,48.8716
2443,48.8724
2443.5,48.8732
2444,48.874
2444.5,48.8748
2445,48.8755
2445.5,48.8763
2446,48.8771
2446.5,48.8779
2447,48.8787
2447.5,48.8795
2448,48.8803
2448.5,48.8811
2449,48.8818
2449.5,48.8826
2450,48.8834
2450.5,48.8842
2451,48.885
2451.5,48.8858
2452,48.8865
2452.5,48.8873
2453,48.8881
2453.5,48.8889
2454,48.8897
2454.5,48.8904
2455,48.8912
2455.5,48.892
2456,48.8928
2456.5,48.8935
2457,48.8943
2457.5,48.8951
2458,48.8959
2458.5,48.8966
2459,48.8974
2459.5,48.8982
2460,48.899
2460.5,48.8997
2461,48.9005
2461.5,48.9013
2462,48.902
2462.5,48.9028
2463,48.9036
2463.5,48.9044
2464,48.9051
2464.5,48.9059
2465,48.9067
2465.5,48.9074
2466,48.9082
2466.5,48.909
2467,48.9097
2467.5,48.9105
2468,48.9112
2468.5,48.912
2469,48.9128
2469.5,48.9135
2470,48.9143
2470.5,48.9151
2471,48.9158
2471.5,48.9166
2472,48.9173
2472.5,48.9181
2473,48.9189
2473.5,48.9196
2474,48.9204
2474.5,48.9211
2475,48.9219
